Assembly	BioSample	bioproject	organism_name	infraspecific_name	contigs	Largest_contig	Total_length	GC	collection_date	country	host_species	drug_resistance
GCF_002130025.1	SAMN06094083	PRJNA224116	Mycobacterium tuberculosis	strain=01-R0186	11	1925193	4392249	65.59	2012-01-01	Peru	Homo sapiens	
GCF_002130035.1	SAMN06094084	PRJNA224116	Mycobacterium tuberculosis	strain=01-R0228	8	1906555	4399691	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002130065.1	SAMN06094085	PRJNA224116	Mycobacterium tuberculosis	strain=00-R1688	27	1470857	4383380	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002130075.1	SAMN06094087	PRJNA224116	Mycobacterium tuberculosis	strain=99-R887	11	1877610	4352446	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002130105.1	SAMN06094090	PRJNA224116	Mycobacterium tuberculosis	strain=01-R0910	2	3208659	4403955	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002130115.1	SAMN06094088	PRJNA224116	Mycobacterium tuberculosis	strain=01-R0224	12	1215359	4395048	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002130135.1	SAMN06094091	PRJNA224116	Mycobacterium tuberculosis	strain=01-R0630	26	681769	4374924	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002130155.1	SAMN06094095	PRJNA224116	Mycobacterium tuberculosis	strain=01-R1148	11	1121843	4392322	65.63	2012-01-01	Peru	Homo sapiens	
GCF_002130185.1	SAMN06094097	PRJNA224116	Mycobacterium tuberculosis	strain=01-R0446	9	1896984	4395292	65.58	2012-01-01	Peru	Homo sapiens	
GCF_002130195.1	SAMN06094099	PRJNA224116	Mycobacterium tuberculosis	strain=01-R0444	17	1463001	4348149	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002130215.1	SAMN06094100	PRJNA224116	Mycobacterium tuberculosis	strain=99-27860	6	3107032	4387992	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002130245.1	SAMN06094102	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0397	12	1472507	4353248	65.58	2012-01-01	Peru	Homo sapiens	
GCF_002130265.1	SAMN06094104	PRJNA224116	Mycobacterium tuberculosis	strain=01-R1591	9	2691139	4386523	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002130275.1	SAMN06094106	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0963	10	1889493	4387145	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002130305.1	SAMN06094108	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0113	15	1399549	4378393	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002130315.1	SAMN06094110	PRJNA224116	Mycobacterium tuberculosis	strain=02-R1444	21	1464188	4357842	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002130345.1	SAMN06094111	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0432	16	1707102	4391581	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002130355.1	SAMN06094113	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0926	17	1829462	4369740	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002130375.1	SAMN06094114	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0970	13	1929512	4395364	65.63	2012-01-01	Peru	Homo sapiens	
GCF_002130395.1	SAMN06094117	PRJNA224116	Mycobacterium tuberculosis	strain=97-R337	24	1058211	4398335	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002130425.1	SAMN06094118	PRJNA224116	Mycobacterium tuberculosis	strain=98-R792	15	1838210	4389749	65.57	2012-01-01	Peru	Homo sapiens	
GCF_002130445.1	SAMN06094119	PRJNA224116	Mycobacterium tuberculosis	strain=99-R1042	18	1059968	4381652	65.57	2012-01-01	Peru	Homo sapiens	
GCF_002130455.1	SAMN06094120	PRJNA224116	Mycobacterium tuberculosis	strain=99-02018	10	1124349	4391077	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002130485.1	SAMN06094129	PRJNA224116	Mycobacterium tuberculosis	strain=M0001470-5	15	1468530	4382186	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002130505.1	SAMN06094131	PRJNA224116	Mycobacterium tuberculosis	strain=M0007932-8	8	1894776	4387733	65.59	2012-01-01	Peru	Homo sapiens	
GCF_002130515.1	SAMN06094132	PRJNA224116	Mycobacterium tuberculosis	strain=M0021365-3	5	2770502	4397046	65.59	2012-01-01	Peru	Homo sapiens	
GCF_002130525.1	SAMN06094134	PRJNA224116	Mycobacterium tuberculosis	strain=M0008101-9	4	2767248	4396687	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002130565.1	SAMN06094135	PRJNA224116	Mycobacterium tuberculosis	strain=M0008635-6	6	1890684	4390438	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002130585.1	SAMN06094139	PRJNA224116	Mycobacterium tuberculosis	strain=M0018124-9	12	1470958	4383677	65.59	2012-01-01	Peru	Homo sapiens	
GCF_002130605.1	SAMN06094141	PRJNA224116	Mycobacterium tuberculosis	strain=M0022516-0	3	3101587	4388056	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002130615.1	SAMN06094137	PRJNA224116	Mycobacterium tuberculosis	strain=M0020865-3	4	2767502	4386094	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002130625.1	SAMN06094140	PRJNA224116	Mycobacterium tuberculosis	strain=M0022539-2	9	1915418	4395576	65.59	2012-01-01	Peru	Homo sapiens	
GCF_002130665.1	SAMN06094144	PRJNA224116	Mycobacterium tuberculosis	strain=M0006465-0	1	4393887	4393887	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002130685.1	SAMN06094146	PRJNA224116	Mycobacterium tuberculosis	strain=M0013032-9	1	4392782	4392782	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002130695.1	SAMN06094147	PRJNA224116	Mycobacterium tuberculosis	strain=M0014892-5	1	4401029	4401029	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002130705.1	SAMN06094150	PRJNA224116	Mycobacterium tuberculosis	strain=M0000827-7	1	4404039	4404039	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002130745.1	SAMN06094151	PRJNA224116	Mycobacterium tuberculosis	strain=M0001157-8	2	3941932	4406258	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002130765.1	SAMN06094159	PRJNA224116	Mycobacterium tuberculosis	strain=M0012810-9	1	4394512	4394512	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002130775.1	SAMN06094156	PRJNA224116	Mycobacterium tuberculosis	strain=M0003470-3	3	3113906	4396687	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002130785.1	SAMN06094153	PRJNA224116	Mycobacterium tuberculosis	strain=M0001645-2	3	3918940	4383048	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002130825.1	SAMN06094160	PRJNA224116	Mycobacterium tuberculosis	strain=M0006043-5	5	2583371	4392658	65.59	2012-01-01	Peru	Homo sapiens	
GCF_002130845.1	SAMN06094164	PRJNA224116	Mycobacterium tuberculosis	strain=M0008211-6	2	3212680	4406721	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002130855.1	SAMN06094163	PRJNA224116	Mycobacterium tuberculosis	strain=M0006024-5	1	4404043	4404043	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002130865.1	SAMN06094165	PRJNA224116	Mycobacterium tuberculosis	strain=M0009138-0	3	3113325	4398013	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002130895.1	SAMN06094167	PRJNA224116	Mycobacterium tuberculosis	strain=M0011993-4	2	2636867	4405527	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002130925.1	SAMN06094169	PRJNA224116	Mycobacterium tuberculosis	strain=M0014577-2	8	1882977	4383017	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002130935.1	SAMN06094170	PRJNA224116	Mycobacterium tuberculosis	strain=M0018356-7	4	3113797	4404874	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002130945.1	SAMN06094174	PRJNA224116	Mycobacterium tuberculosis	strain=M0010636-0	2	3118321	4399568	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002130955.1	SAMN06094173	PRJNA224116	Mycobacterium tuberculosis	strain=M0011538-7	3	3725099	4395945	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002131005.1	SAMN06094180	PRJNA224116	Mycobacterium tuberculosis	strain=M0014793-5	3	1921588	4406964	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002131015.1	SAMN06094177	PRJNA224116	Mycobacterium tuberculosis	strain=M0017269-3	12	1738840	4394889	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002131025.1	SAMN06094178	PRJNA224116	Mycobacterium tuberculosis	strain=M0014126-8	11	1935058	4399026	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002131055.1	SAMN06094175	PRJNA224116	Mycobacterium tuberculosis	strain=M0013935-3	9	2085072	4370141	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131085.1	SAMN06094184	PRJNA224116	Mycobacterium tuberculosis	strain=M0020843-0	7	2725589	4380067	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131105.1	SAMN06094185	PRJNA224116	Mycobacterium tuberculosis	strain=M0019957-1	5	2750461	4408348	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002131115.1	SAMN06094189	PRJNA224116	Mycobacterium tuberculosis	strain=M0022188-8	9	1898792	4402894	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002131135.1	SAMN06094191	PRJNA224116	Mycobacterium tuberculosis	strain=M0025473-1	7	1926059	4409526	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002131155.1	SAMN06094192	PRJNA224116	Mycobacterium tuberculosis	strain=M0000558-8	3	2253636	4390164	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002131185.1	SAMN06094193	PRJNA224116	Mycobacterium tuberculosis	strain=M0001238-6	2	3907970	4388931	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002131195.1	SAMN06094194	PRJNA224116	Mycobacterium tuberculosis	strain=M0002403-5	4	3103222	4361367	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131215.1	SAMN06094195	PRJNA224116	Mycobacterium tuberculosis	strain=M0001774-0	33	1061308	4409668	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131245.1	SAMN06094196	PRJNA224116	Mycobacterium tuberculosis	strain=M0003618-7	5	3105928	4393861	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131265.1	SAMN06094198	PRJNA224116	Mycobacterium tuberculosis	strain=M0022871-9	3	3827062	4387974	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131285.1	SAMN06094199	PRJNA224116	Mycobacterium tuberculosis	strain=M0005676-3	1	4390293	4390293	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002131295.1	SAMN06094197	PRJNA224116	Mycobacterium tuberculosis	strain=M0004757-2	1	4388174	4388174	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131325.1	SAMN06094200	PRJNA224116	Mycobacterium tuberculosis	strain=M0021400-8	7	2771230	4404326	65.59	2012-01-01	Peru	Homo sapiens	
GCF_002131335.1	SAMN06094201	PRJNA224116	Mycobacterium tuberculosis	strain=M0012119-5	3	3102622	4356155	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002131365.1	SAMN06094202	PRJNA224116	Mycobacterium tuberculosis	strain=M0009653-8	4	2625826	4394604	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131385.1	SAMN06094203	PRJNA224116	Mycobacterium tuberculosis	strain=M0012253-2	3	3108217	4392433	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131395.1	SAMN06094205	PRJNA224116	Mycobacterium tuberculosis	strain=M0015115-0	3	3717569	4353086	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131405.1	SAMN06094204	PRJNA224116	Mycobacterium tuberculosis	strain=M0014540-0	3	3925853	4389553	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002131445.1	SAMN06094206	PRJNA224116	Mycobacterium tuberculosis	strain=M0014480-9	3	2614378	4378188	65.58	2012-01-01	Peru	Homo sapiens	
GCF_002131455.1	SAMN06094207	PRJNA224116	Mycobacterium tuberculosis	strain=M0017287-5	4	2182091	4365437	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131485.1	SAMN06094208	PRJNA224116	Mycobacterium tuberculosis	strain=M0014870-1	1	4384327	4384327	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002131495.1	SAMN06094209	PRJNA224116	Mycobacterium tuberculosis	strain=M0018060-5	4	1915187	4419174	65.58	2012-01-01	Peru	Homo sapiens	
GCF_002131525.1	SAMN06094210	PRJNA224116	Mycobacterium tuberculosis	strain=M0018999-4	2	3116291	4396771	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131545.1	SAMN06094211	PRJNA224116	Mycobacterium tuberculosis	strain=M0021260-6	2	3125207	4412316	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131555.1	SAMN06094213	PRJNA224116	Mycobacterium tuberculosis	strain=M0022470-0	1	4384711	4384711	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002131585.1	SAMN06094212	PRJNA224116	Mycobacterium tuberculosis	strain=M0024514-3	2	3108967	4391655	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131595.1	SAMN06094214	PRJNA224116	Mycobacterium tuberculosis	strain=M0023347-9	3	3109666	4387572	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002131625.1	SAMN06094215	PRJNA224116	Mycobacterium tuberculosis	strain=M0024027-6	6	2019785	4389551	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002131645.1	SAMN06094216	PRJNA224116	Mycobacterium tuberculosis	strain=M0003138-6	7	1987243	4384143	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131655.1	SAMN06094217	PRJNA224116	Mycobacterium tuberculosis	strain=M0005949-4	2	3926453	4400505	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131685.1	SAMN06094218	PRJNA224116	Mycobacterium tuberculosis	strain=M0020454-6	2	3383788	4410072	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131705.1	SAMN06094219	PRJNA224116	Mycobacterium tuberculosis	strain=M0021686-2	1	4421068	4421068	65.59	2012-01-01	Peru	Homo sapiens	
GCF_002131715.1	SAMN06094221	PRJNA224116	Mycobacterium tuberculosis	strain=M0014906-3	2	3105662	4386367	65.59	2012-01-01	Peru	Homo sapiens	
GCF_002131725.1	SAMN06094220	PRJNA224116	Mycobacterium tuberculosis	strain=M0000956-4	1	4387577	4387577	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131765.1	SAMN06094222	PRJNA224116	Mycobacterium tuberculosis	strain=M0017320-4	4	1416396	4393572	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131785.1	SAMN06094223	PRJNA224116	Mycobacterium tuberculosis	strain=M0003753-2	2	3205234	4395052	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002131805.1	SAMN06094224	PRJNA224116	Mycobacterium tuberculosis	strain=M0017734-6	3	3615282	4418166	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002131815.1	SAMN06094225	PRJNA224116	Mycobacterium tuberculosis	strain=M0010478-7	6	1889900	4383099	65.59	2012-01-01	Peru	Homo sapiens	
GCF_002135065.1	SAMN06094109	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0812	18	1466746	4385907	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002208235.1	SAMN06622697	PRJNA224116	Mycobacterium tuberculosis	strain=MTB2	1	4417716	4417716	65.62	2016	South Korea	Homo sapiens	
GCF_002290145.1	SAMN07570351	PRJNA224116	Mycobacterium tuberculosis	strain=S3	1	4411709	4411709	65.62		Missing	Homo sapiens	
GCF_002290165.1	SAMN07570350	PRJNA224116	Mycobacterium tuberculosis	strain=C3	1	4414325	4414325	65.59		Missing	Homo sapiens	
GCF_002356015.1	SAMD00065354	PRJNA224116	Mycobacterium tuberculosis	strain=NCGM946K2	1	4380602	4380602	65.62	2004	Japan	Homo sapiens	
GCF_002356255.1	SAMD00076259	PRJNA224116	Mycobacterium tuberculosis	strain=HN-024	1	4399916	4399916	65.61	2007-09-05	Viet Nam	Homo sapiens	
GCF_002357935.1	SAMD00076256	PRJNA224116	Mycobacterium tuberculosis	strain=HN-205	1	4411033	4411033	65.61	2008-04-18	Viet Nam	Homo sapiens	
GCF_002357955.1	SAMD00076257	PRJNA224116	Mycobacterium tuberculosis	strain=HN-321	1	4421540	4421540	65.62	2008-07-18	Viet Nam	Homo sapiens	
GCF_002357975.1	SAMD00076258	PRJNA224116	Mycobacterium tuberculosis	strain=HN-506	1	4413362	4413362	65.61	2009-03-24	Viet Nam	Homo sapiens	
GCF_002406255.1	SAMN07664769	PRJNA224116	Mycobacterium tuberculosis	strain=H37RvAvG2	256	128561	4307141	65.4	1997	USA	Homo sapiens	
GCF_002406295.1	SAMN07569163	PRJNA224116	Mycobacterium tuberculosis	strain=H37Rv-ptkA mutant	145	176456	4352522	65.5	1997	USA	Homo sapiens	
GCF_002406455.1	SAMN07599849	PRJNA224116	Mycobacterium tuberculosis	strain=TASMDR1	222	190061	4235087	65.52	2016	Australia	Homo sapiens	
GCF_002446875.1	SAMN07664823	PRJNA224116	Mycobacterium tuberculosis	strain=CSV4519	1	4411288	4411288	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002446895.1	SAMN07664824	PRJNA224116	Mycobacterium tuberculosis	strain=CSV4644	1	4411271	4411271	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002446915.1	SAMN07664825	PRJNA224116	Mycobacterium tuberculosis	strain=CSV5769	1	4411312	4411312	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002446935.1	SAMN07664826	PRJNA224116	Mycobacterium tuberculosis	strain=CSV10399	1	4411180	4411180	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002446955.1	SAMN07664827	PRJNA224116	Mycobacterium tuberculosis	strain=CSV11678	1	4411382	4411382	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002446975.1	SAMN07664828	PRJNA224116	Mycobacterium tuberculosis	strain=LE486	1	4411180	4411180	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002446995.1	SAMN07664829	PRJNA224116	Mycobacterium tuberculosis	strain=LE492	1	4411208	4411208	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447015.1	SAMN07664830	PRJNA224116	Mycobacterium tuberculosis	strain=LN180	1	4411436	4411436	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447035.1	SAMN07664831	PRJNA224116	Mycobacterium tuberculosis	strain=LN2358	1	4411353	4411353	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447055.1	SAMN07664832	PRJNA224116	Mycobacterium tuberculosis	strain=LN3756	1	4411315	4411315	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447075.1	SAMN07664833	PRJNA224116	Mycobacterium tuberculosis	strain=MDRDM260	1	4411280	4411280	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447095.1	SAMN07664834	PRJNA224116	Mycobacterium tuberculosis	strain=MDRDM627	1	4411215	4411215	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447115.1	SAMN07664835	PRJNA224116	Mycobacterium tuberculosis	strain=MDRDM1098	1	4411148	4411148	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447135.1	SAMN07664836	PRJNA224116	Mycobacterium tuberculosis	strain=MDRMA2491	1	4411121	4411121	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447155.1	SAMN07664837	PRJNA224116	Mycobacterium tuberculosis	strain=ME1473	1	4411217	4411217	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447175.1	SAMN07664838	PRJNA224116	Mycobacterium tuberculosis	strain=TBDM425	1	4411143	4411143	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447195.1	SAMN07664839	PRJNA224116	Mycobacterium tuberculosis	strain=TBV5000	1	4411318	4411318	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447215.1	SAMN07664840	PRJNA224116	Mycobacterium tuberculosis	strain=TBV5362	1	4411331	4411331	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447235.1	SAMN07664841	PRJNA224116	Mycobacterium tuberculosis	strain=TBV5365	1	4411398	4411398	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447255.1	SAMN07664842	PRJNA224116	Mycobacterium tuberculosis	strain=SLM036	1	4411342	4411342	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447275.1	SAMN07664843	PRJNA224116	Mycobacterium tuberculosis	strain=SLM040	1	4411408	4411408	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447295.1	SAMN07664844	PRJNA224116	Mycobacterium tuberculosis	strain=SLM056	1	4411306	4411306	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447315.1	SAMN07664845	PRJNA224116	Mycobacterium tuberculosis	strain=SLM060	1	4411134	4411134	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447335.1	SAMN07664846	PRJNA224116	Mycobacterium tuberculosis	strain=SLM063	1	4411337	4411337	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447355.1	SAMN07664847	PRJNA224116	Mycobacterium tuberculosis	strain=SLM088	1	4411385	4411385	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447375.1	SAMN07664848	PRJNA224116	Mycobacterium tuberculosis	strain=SLM100	1	4411394	4411394	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447395.1	SAMN07664849	PRJNA224116	Mycobacterium tuberculosis	strain=CSV383	1	4411115	4411115	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447415.1	SAMN07664850	PRJNA224116	Mycobacterium tuberculosis	strain=CSV3611	1	4411439	4411439	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447435.1	SAMN07664851	PRJNA224116	Mycobacterium tuberculosis	strain=CSV9577	1	4411230	4411230	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447455.1	SAMN07664852	PRJNA224116	Mycobacterium tuberculosis	strain=LE13	1	4411412	4411412	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447475.1	SAMN07664853	PRJNA224116	Mycobacterium tuberculosis	strain=LE63	1	4411415	4411415	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447495.1	SAMN07664854	PRJNA224116	Mycobacterium tuberculosis	strain=LE76	1	4411211	4411211	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447515.1	SAMN07664855	PRJNA224116	Mycobacterium tuberculosis	strain=LE79	1	4411475	4411475	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447535.1	SAMN07664856	PRJNA224116	Mycobacterium tuberculosis	strain=LE103	1	4411243	4411243	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447555.1	SAMN07664857	PRJNA224116	Mycobacterium tuberculosis	strain=LE371	1	4411137	4411137	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447575.1	SAMN07664858	PRJNA224116	Mycobacterium tuberculosis	strain=LE410	1	4411365	4411365	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447595.1	SAMN07664859	PRJNA224116	Mycobacterium tuberculosis	strain=LN55	1	4411186	4411186	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447615.1	SAMN07664860	PRJNA224116	Mycobacterium tuberculosis	strain=LN317	1	4411340	4411340	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447635.1	SAMN07664861	PRJNA224116	Mycobacterium tuberculosis	strain=LN763	1	4411321	4411321	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447655.1	SAMN07664862	PRJNA224116	Mycobacterium tuberculosis	strain=LN2978	1	4411331	4411331	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447675.1	SAMN07664863	PRJNA224116	Mycobacterium tuberculosis	strain=LN3584	1	4411326	4411326	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447695.1	SAMN07664864	PRJNA224116	Mycobacterium tuberculosis	strain=LN3588	1	4411379	4411379	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447715.1	SAMN07664865	PRJNA224116	Mycobacterium tuberculosis	strain=LN3589	1	4411392	4411392	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447735.1	SAMN07664866	PRJNA224116	Mycobacterium tuberculosis	strain=LN3668	1	4411494	4411494	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447755.1	SAMN07664867	PRJNA224116	Mycobacterium tuberculosis	strain=LN3672	1	4411335	4411335	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447775.1	SAMN07664868	PRJNA224116	Mycobacterium tuberculosis	strain=LN3695	1	4411449	4411449	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447795.1	SAMN07664869	PRJNA224116	Mycobacterium tuberculosis	strain=LN1100	1	4411392	4411392	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447815.1	SAMN07664870	PRJNA224116	Mycobacterium tuberculosis	strain=LN1856	1	4411299	4411299	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447835.1	SAMN07664871	PRJNA224116	Mycobacterium tuberculosis	strain=LN2900	1	4411327	4411327	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447855.1	SAMN07664872	PRJNA224116	Mycobacterium tuberculosis	strain=MDRDM827	1	4411315	4411315	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447875.1	SAMN07664873	PRJNA224116	Mycobacterium tuberculosis	strain=MDRMA203	1	4411290	4411290	65.61	2008-07-01	Peru	Homo sapiens	
GCF_002447895.1	SAMN07664874	PRJNA224116	Mycobacterium tuberculosis	strain=MDRMA701	1	4411338	4411338	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447915.1	SAMN07664875	PRJNA224116	Mycobacterium tuberculosis	strain=MDRMA863	1	4411432	4411432	65.62	2008-07-01	Peru	Homo sapiens	
GCF_002447935.1	SAMN07664876	PRJNA224116	Mycobacterium tuberculosis	strain=MDRMA1565	1	4411159	4411159	65.62	2008-07-01	Peru	Homo sapiens	
