Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
GCF_001380695.1_7156_7_95_genomic	114	87	58	55	45	33	4367571	4352520	4287900	4264724	4099316	3635220	101	295514	4362265	65.60	104777	64195	15	28	11.81
GCF_001380715.1_7755_2_38_genomic	101	76	55	49	41	31	4375523	4360194	4312247	4270792	4136915	3768051	91	230618	4371336	65.59	125525	82312	13	24	8.99
GCF_001380735.1_7755_3_87_genomic	122	95	64	59	45	34	4368566	4351160	4284194	4245878	3991758	3584026	116	338534	4366156	65.59	96311	64820	16	29	9.41
GCF_001380755.1_7156_6_14_genomic	121	87	62	56	45	33	4363301	4342298	4287085	4241965	4036116	3577681	113	295686	4360367	65.59	99246	67316	15	28	1.47
GCF_001380775.1_7841_6_33_genomic	130	94	67	58	45	31	4363637	4342351	4280856	4212628	3989579	3432950	117	229972	4358785	65.59	98841	60573	15	29	9.50
GCF_001380795.1_7314_8_82_genomic	108	84	56	52	41	34	4368027	4353630	4288668	4257501	4051346	3797170	99	295520	4364468	65.60	106338	73393	14	26	0.11
GCF_001380815.1_7841_6_32_genomic	121	90	63	55	42	30	4364995	4345468	4279102	4220515	4011030	3567973	110	364047	4360676	65.59	122541	64184	13	25	8.42
GCF_001380835.1_7755_5_88_genomic	105	80	56	53	40	30	4387210	4371498	4321120	4300615	4076600	3720781	99	292983	4385003	65.59	131561	65237	12	23	4.04
GCF_001380855.1_7755_4_12_genomic	93	72	47	45	39	33	4368588	4356116	4304483	4288832	4186893	3936222	83	298679	4364564	65.60	125541	84306	12	23	2.38
GCF_001380875.1_7156_6_13_genomic	94	69	45	40	35	30	4368344	4353303	4303411	4269013	4176427	3983351	83	292680	4364279	65.59	130824	96013	11	20	0.64
GCF_001380895.1_7755_3_88_genomic	116	85	61	55	42	32	4364590	4345485	4287686	4244262	4017839	3633863	105	295836	4360326	65.58	104777	64091	14	26	2.96
GCF_001380915.1_7156_7_94_genomic	105	83	58	54	42	32	4365006	4350512	4292021	4260047	4045319	3679904	98	230337	4362134	65.60	125463	65339	13	26	0.44
GCF_001380935.1_7841_6_31_genomic	117	84	60	52	43	34	4368135	4347622	4292711	4232074	4067289	3735264	107	230310	4364272	65.59	114623	64092	14	26	20.21
GCF_001380955.1_7755_4_11_genomic	103	78	57	53	42	31	4363952	4347432	4299936	4268320	4065047	3645120	97	234814	4361369	65.59	122556	71511	13	25	2.13
GCF_001380975.1_7755_5_89_genomic	117	91	64	58	46	33	4365401	4349003	4291892	4247873	4020722	3521818	109	230358	4361995	65.59	96507	64456	16	29	11.16
GCF_001380995.1_7314_8_83_genomic	105	79	53	51	39	31	4369505	4353362	4296650	4279950	4072999	3777886	98	295501	4366661	65.60	125482	77254	12	23	0.44
GCF_001381015.1_7841_6_25_genomic	102	81	55	50	40	31	4364499	4351957	4290354	4252293	4071780	3738405	93	528975	4360910	65.60	125485	65140	11	23	0.00
GCF_001381035.1_7755_3_85_genomic	125	90	60	53	39	28	4362833	4340459	4269867	4220159	3974562	3546484	117	301363	4359827	65.60	136597	61836	12	24	0.02
GCF_001381055.1_7769_8_77_genomic	111	91	58	52	40	27	4359618	4348103	4277095	4232268	4017985	3512817	103	523793	4356425	65.60	122529	64190	12	24	0.37
GCF_001381075.1_7755_2_40_genomic	118	89	62	57	46	32	4375263	4357494	4293209	4252632	4058228	3536791	107	364060	4370770	65.59	98945	60654	14	28	8.35
GCF_001381095.1_7755_2_42_genomic	107	84	63	58	46	33	4366862	4351458	4302527	4264468	4050942	3593429	100	313352	4364033	65.59	99187	61059	14	28	2.66
GCF_001381115.1_7769_8_79_genomic	113	86	58	53	42	31	4364999	4348957	4282481	4241818	4047339	3636740	103	295951	4361196	65.59	108761	65546	13	25	0.02
GCF_001381135.1_7314_8_86_genomic	86	67	50	49	39	30	4367336	4355968	4314489	4305466	4110311	3769317	80	526735	4365011	65.59	125500	71607	11	22	0.30
GCF_001381155.1_7755_2_41_genomic	103	81	59	53	39	33	4402434	4388082	4343144	4298292	4067283	3838679	98	230536	4400392	65.59	125566	70605	13	25	14.00
GCF_001381175.1_7769_8_50_genomic	120	92	64	57	45	32	4367285	4350068	4293659	4242961	4039244	3546143	111	295526	4363771	65.60	101934	61044	15	28	0.94
GCF_001381195.1_7755_3_86_genomic	105	86	55	49	40	31	4382551	4371598	4301767	4256517	4088978	3737422	96	298192	4378785	65.61	123158	77710	13	24	2.67
GCF_001381215.1_7841_6_24_genomic	113	88	58	53	43	30	4384023	4367219	4302728	4267803	4100434	3573089	107	273984	4381653	65.57	116054	61782	12	26	8.47
GCF_001381235.1_7769_8_78_genomic	125	93	62	56	44	33	4365322	4346350	4277858	4233708	4032135	3635401	113	229529	4360610	65.60	102027	64200	14	27	0.50
GCF_001381255.1_7314_8_87_genomic	120	88	62	57	44	33	4355232	4336666	4279524	4245706	4021150	3636623	109	233784	4351066	65.59	122536	61685	13	27	16.69
GCF_001381275.1_7755_2_43_genomic	106	84	64	57	46	34	4371032	4356628	4313899	4258045	4055828	3605703	99	230496	4368128	65.59	98841	61770	15	29	9.04
GCF_001381295.1_7769_8_75_genomic	112	87	57	54	43	30	4364308	4349458	4280087	4254604	4055105	3546745	102	289935	4360334	65.59	109872	64506	13	26	0.89
GCF_001381315.1_7755_4_17_genomic	113	93	65	58	46	31	4366903	4353837	4292870	4238354	4024001	3447752	108	295612	4364801	65.60	96356	60655	15	29	0.05
GCF_001381335.1_7314_8_69_genomic	90	70	47	44	34	28	4389181	4377380	4331568	4312062	4140229	3921390	81	346372	4385572	65.58	157592	98886	11	20	0.00
GCF_001381355.1_7755_4_15_genomic	122	91	62	55	44	32	4367838	4348163	4281407	4232618	4045087	3587217	115	364158	4364912	65.59	101922	60639	14	27	1.79
GCF_001381375.1_7755_4_46_genomic	100	77	50	45	38	28	4455802	4440926	4383847	4350119	4242178	3880056	92	305171	4452654	65.59	162393	86564	11	21	3.62
GCF_001381395.1_7769_8_76_genomic	101	79	54	52	45	34	4378409	4365049	4308590	4294709	4168990	3740418	94	236731	4375688	65.61	103924	65660	15	27	8.04
GCF_001381415.1_7314_8_88_genomic	107	76	53	49	41	31	4368325	4349302	4293521	4260978	4122777	3734819	95	578308	4363650	65.60	113544	64307	12	24	0.00
GCF_001381435.1_7314_8_68_genomic	91	71	44	38	32	26	4353831	4341900	4285313	4239965	4136537	3915508	85	301456	4351229	65.60	172971	97901	9	18	0.02
GCF_001381455.1_7841_7_95_genomic	117	94	65	57	45	32	4372027	4358478	4299562	4237866	4026130	3538700	107	296667	4368248	65.59	100256	60693	14	28	1.51
GCF_001381475.1_7755_4_44_genomic	94	73	47	44	37	31	4383350	4370566	4318576	4296290	4180508	3944952	86	298615	4380128	65.60	130868	81670	11	22	7.83
GCF_001381495.1_7755_3_62_genomic	112	91	64	58	45	32	4367573	4353889	4292795	4246038	3998703	3503629	108	295473	4365910	65.60	98841	62610	15	29	9.78
GCF_001381515.1_7841_7_57_genomic	112	76	51	45	37	30	4399441	4377668	4324904	4281610	4151674	3888891	97	531998	4393464	65.59	132777	83867	11	22	0.77
GCF_001381535.1_7841_6_3_genomic	124	91	57	51	38	32	4358538	4337804	4263505	4225121	4007420	3769161	112	230268	4353890	65.59	125521	70413	13	24	9.85
GCF_001381555.1_7769_8_73_genomic	125	98	68	59	44	34	4365809	4348332	4285733	4222360	3958335	3556991	116	233788	4362139	65.59	98835	60750	15	30	5.14
GCF_001381575.1_7841_7_77_genomic	144	98	66	59	47	34	4381109	4354349	4289578	4241964	4038761	3559488	123	229098	4372707	65.57	96288	61667	15	30	3.80
GCF_001381595.1_7841_6_2_genomic	113	90	62	55	45	33	4366604	4352470	4287594	4239865	4058236	3598694	103	295609	4362692	65.59	102104	61803	14	28	1.33
GCF_001381615.1_7755_3_63_genomic	131	92	64	56	44	33	4364765	4341393	4280437	4225502	4011668	3602903	117	230269	4359351	65.59	107290	61251	14	28	18.76
GCF_001381635.1_7841_7_56_genomic	118	89	61	57	45	32	4366708	4348337	4283238	4250790	4035162	3548564	108	294578	4362897	65.60	104009	60639	14	28	2.64
GCF_001381655.1_7769_8_74_genomic	101	83	55	52	40	29	4364649	4353236	4290937	4269060	4044108	3616496	94	233792	4361818	65.59	122534	70842	13	24	2.87
GCF_001381675.1_7156_6_20_genomic	111	87	59	52	41	33	4368419	4353199	4290248	4236755	4041092	3727939	105	393332	4366134	65.59	106347	69330	14	26	10.76
GCF_001381695.1_7755_4_42_genomic	112	79	57	53	43	31	4366856	4346162	4293696	4261255	4068462	3636802	102	529803	4362922	65.59	107359	64092	12	25	2.50
GCF_001381715.1_7769_8_70_genomic	107	80	56	52	42	32	4365145	4347881	4292486	4258173	4068455	3686195	97	295597	4361203	65.59	107388	68099	13	26	6.12
GCF_001381735.1_7841_7_93_genomic	105	84	61	57	44	31	4363680	4351363	4297042	4264538	4021452	3532819	97	293129	4360739	65.60	103619	64201	14	27	0.96
GCF_001381755.1_7841_7_78_genomic	130	96	65	58	46	33	4364408	4344343	4276013	4222439	4004499	3511642	117	295569	4359221	65.59	99188	60762	15	29	36.47
GCF_001381775.1_7755_3_60_genomic	100	70	47	43	36	28	4371893	4354034	4306758	4278571	4157666	3861962	87	529304	4366842	65.60	134943	84302	10	20	6.37
GCF_001381795.1_7769_8_71_genomic	100	73	46	41	36	29	4365929	4350145	4291018	4251572	4165113	3881149	88	298512	4361205	65.61	130666	87387	11	21	3.39
GCF_001381815.1_7755_3_61_genomic	102	78	54	50	39	31	4371958	4356722	4305535	4280928	4088491	3772263	95	304819	4369310	65.58	125546	66461	12	23	2.45
GCF_001381835.1_7841_7_79_genomic	115	84	62	56	44	33	4368299	4348764	4296834	4256432	4050819	3633141	104	232146	4363822	65.59	99027	64092	14	27	3.02
GCF_001381855.1_7841_7_58_genomic	124	90	63	58	44	31	4366276	4345244	4281824	4245543	4009645	3519402	112	294566	4361652	65.59	99246	63319	14	27	12.93
GCF_001381875.1_7755_4_41_genomic	105	80	50	44	36	31	4369741	4353378	4297603	4252490	4108203	3915979	99	298711	4367318	65.60	136773	77372	11	22	3.11
GCF_001381895.1_7156_6_16_genomic	108	78	52	51	41	30	4368529	4349590	4296281	4287301	4108482	3681402	99	301786	4364889	65.59	122523	77322	13	24	0.60
GCF_001381915.1_7755_5_95_genomic	112	85	60	55	44	31	4367588	4351183	4297405	4263274	4052735	3562336	105	295552	4364714	65.59	101962	64182	14	27	5.36
GCF_001381935.1_7156_7_93_genomic	97	75	47	44	34	28	4361801	4348626	4285156	4264289	4078907	3840498	89	305131	4358731	65.59	162000	82269	11	20	4.54
GCF_001381955.1_7755_4_40_genomic	112	89	60	54	43	32	4369367	4355165	4291772	4242988	4047638	3646209	104	362416	4365978	65.60	106394	69347	14	26	6.89
GCF_001381975.1_7769_8_94_genomic	92	72	45	41	33	28	4353124	4341184	4287953	4259519	4117662	3911335	84	309841	4350041	65.60	161758	84048	11	20	0.37
GCF_001381995.1_7755_5_96_genomic	91	71	48	43	35	28	4381292	4369048	4323305	4291944	4144881	3853242	83	523501	4378163	65.59	135426	92650	10	20	5.62
GCF_001382015.1_7841_7_82_genomic	122	94	67	62	48	34	4367040	4350321	4284489	4246190	4001473	3493249	114	295557	4363932	65.60	95998	61132	16	31	0.73
GCF_001382035.1_7156_6_15_genomic	116	83	57	53	43	32	4365896	4346219	4291888	4259420	4071140	3673300	103	295609	4360890	65.59	113097	64409	13	26	3.42
GCF_001382055.1_7841_7_81_genomic	127	95	66	60	48	35	4365932	4346730	4283913	4237949	4030190	3547410	113	233830	4360359	65.58	93971	60756	16	30	140.79
GCF_001382075.1_7841_6_1_genomic	106	83	59	53	42	30	4364842	4350167	4295518	4251310	4048740	3593585	101	393235	4362797	65.60	112950	69369	13	25	0.00
GCF_001382095.1_7841_7_55_genomic	118	89	60	54	43	30	4358208	4341103	4276073	4232111	4027357	3540890	108	232250	4354343	65.59	122541	63355	13	26	6.09
GCF_001382115.1_7841_7_83_genomic	99	80	53	47	39	32	4402561	4391907	4334742	4287602	4158299	3883539	90	297565	4398924	65.59	130445	83666	13	23	2.39
GCF_001382135.1_7755_5_92_genomic	102	76	49	47	38	31	4359223	4343093	4282847	4268285	4112250	3849207	93	328379	4355567	65.60	131162	70429	11	22	13.82
GCF_001382155.1_7156_6_17_genomic	118	89	62	57	45	33	4368298	4350664	4291936	4251867	4044845	3603759	107	309521	4363976	65.60	102330	60705	13	27	0.34
GCF_001382175.1_7755_2_34_genomic	121	88	65	58	46	32	4367360	4347122	4293812	4241008	4037156	3532834	111	232302	4363416	65.59	101915	63245	14	28	4.63
GCF_001382195.1_7755_5_94_genomic	116	87	58	54	42	31	4369144	4351638	4288824	4259862	4052171	3629139	105	295590	4364734	65.60	122541	64092	13	26	9.21
GCF_001382215.1_7156_6_18_genomic	91	71	45	41	35	29	4397477	4384810	4331702	4304149	4204184	3987338	85	315928	4395083	65.58	162620	89444	10	19	4.98
GCF_001382235.1_7769_8_95_genomic	108	82	55	50	43	33	4364759	4347898	4287337	4253745	4137731	3754470	100	529776	4361670	65.59	108641	64092	12	25	1.65
GCF_001382255.1_7841_6_7_genomic	117	89	63	56	45	33	4367055	4349179	4290223	4240115	4041183	3592414	109	232282	4363616	65.60	99031	63395	15	28	2.68
GCF_001382275.1_7755_5_77_genomic	111	82	59	54	42	31	4363391	4346275	4292977	4254908	4033952	3613387	100	292624	4359054	65.58	122575	64148	13	26	9.52
GCF_001382295.1_7841_6_46_genomic	96	76	48	44	37	29	4362807	4350330	4289734	4258081	4128962	3823702	87	292762	4359021	65.58	154761	81605	11	21	0.37
GCF_001382315.1_7755_2_6_genomic	96	79	55	52	41	32	4379984	4368833	4320345	4298013	4126509	3788006	91	230773	4378024	65.60	114946	74666	13	25	2.60
GCF_001382335.1_7755_2_7_genomic	98	81	57	51	44	37	4397137	4386774	4341061	4295503	4188417	3953482	92	297589	4394706	65.59	103714	67493	14	26	1.71
GCF_001382355.1_7841_6_8_genomic	131	102	68	61	49	35	4365492	4346600	4268185	4218932	4007571	3486598	122	204636	4361960	65.59	96377	59573	16	31	5.34
GCF_001382375.1_7841_6_47_genomic	115	85	59	54	43	30	4354888	4336990	4274777	4238724	4042819	3526207	106	230475	4351558	65.59	115025	64146	14	26	9.93
GCF_001382395.1_7755_5_51_genomic	107	82	55	52	41	30	4365733	4349618	4287060	4261055	4061256	3668610	99	295601	4362479	65.59	115927	70798	13	24	3.94
GCF_001382415.1_7156_7_54_genomic	117	88	61	56	45	33	4367257	4348582	4289574	4250581	4053329	3597552	108	230415	4363800	65.59	104832	60736	14	28	0.62
GCF_001382435.1_7841_6_44_genomic	117	90	57	51	40	30	4381269	4365455	4295881	4254721	4083214	3719170	109	255337	4378087	65.59	123455	65371	13	24	9.59
GCF_001382455.1_7755_2_8_genomic	116	96	65	60	48	32	4372883	4360914	4294110	4259307	4047691	3443535	110	232246	4370488	65.59	98841	63397	16	30	10.34
GCF_001382475.1_7755_3_54_genomic	102	74	50	47	38	28	4366641	4349839	4292495	4272814	4111320	3703618	90	232294	4361819	65.60	163730	65742	11	22	5.71
GCF_001382495.1_7755_5_52_genomic	109	82	57	54	41	30	4367731	4350440	4295527	4270463	4046776	3636372	100	295596	4364035	65.59	122556	70918	13	25	2.02
GCF_001382515.1_7841_6_6_genomic	111	81	52	49	40	31	4366167	4347803	4280040	4260115	4111274	3784383	101	230274	4362406	65.60	125568	70452	12	24	5.00
GCF_001382535.1_7156_7_55_genomic	92	75	52	49	42	31	4365892	4355569	4304345	4285087	4161594	3715373	87	232831	4363891	65.61	125691	77670	13	24	1.15
GCF_001382555.1_7156_7_56_genomic	105	77	53	51	41	31	4368557	4350987	4297984	4281450	4106181	3705968	94	295592	4364092	65.60	115348	70798	13	24	10.45
GCF_001382575.1_7755_2_9_genomic	106	87	63	59	45	31	4368066	4355194	4300059	4271490	4014734	3501177	103	501589	4366838	65.60	99031	60936	14	28	3.23
GCF_001382595.1_7769_7_39_genomic	106	87	59	55	43	31	4360713	4349932	4292584	4261830	4038891	3583377	98	233759	4357655	65.59	108950	64206	14	26	0.57
GCF_001382615.1_7841_6_12_genomic	114	93	63	57	45	32	4367654	4354337	4282666	4236770	4016150	3527720	109	293179	4365685	65.60	107415	58422	14	28	9.94
GCF_001382635.1_7841_7_51_genomic	97	73	52	46	38	31	4368338	4352908	4307743	4266669	4122463	3863426	90	250607	4365572	65.60	130660	82213	12	22	12.87
GCF_001382655.1_7769_7_10_genomic	102	76	45	42	34	29	4365932	4350465	4282494	4261016	4113823	3914538	92	240985	4362135	65.60	162084	85230	11	20	6.67
GCF_001382675.1_7156_7_79_genomic	113	83	57	51	41	31	4365892	4348040	4288983	4244228	4071529	3691317	100	526919	4360890	65.60	107342	64186	12	24	2.02
GCF_001382695.1_7755_3_56_genomic	118	86	62	55	43	32	4367028	4347392	4288572	4239658	4030201	3618821	107	315932	4362415	65.59	102219	61793	13	27	1.40
GCF_001382715.1_7755_4_28_genomic	96	76	53	47	38	31	4390557	4377708	4331827	4287072	4150685	3908565	90	528973	4388151	65.59	131258	82326	11	22	1.69
GCF_001382735.1_7769_7_38_genomic	100	79	54	49	40	31	4379862	4367556	4313514	4280406	4126473	3771524	90	298340	4375765	65.61	123156	70239	13	24	0.02
GCF_001382755.1_7755_3_55_genomic	118	85	66	59	46	31	4374403	4352647	4300870	4254664	4038612	3469330	110	230493	4371001	65.59	98833	64401	14	28	5.70
GCF_001382775.1_7156_7_80_genomic	110	85	58	54	43	32	4365714	4350001	4292832	4258947	4058579	3639298	104	295513	4363280	65.59	104144	69338	14	26	0.30
GCF_001382795.1_7841_7_49_genomic	113	86	60	53	43	32	4367593	4351443	4286879	4232409	4050109	3637561	103	526731	4363519	65.59	99028	61800	13	26	0.87
GCF_001382815.1_7156_7_59_genomic	92	68	44	38	34	30	4361653	4346627	4294133	4252495	4181626	4008672	85	292029	4358779	65.60	141367	98269	11	21	5.25
GCF_001382835.1_7755_3_59_genomic	119	88	62	57	45	32	4369762	4351070	4289078	4255177	4043004	3555028	106	230455	4364506	65.59	99110	60728	14	28	4.26
GCF_001382855.1_7769_7_37_genomic	117	89	61	55	44	31	4369417	4350566	4290546	4244431	4043971	3547690	111	393332	4366960	65.60	101811	67632	14	27	1.08
GCF_001382875.1_7841_6_9_genomic	121	89	58	54	43	31	4365626	4345567	4277873	4245447	4053885	3583684	111	230489	4361709	65.59	107415	64193	14	26	15.48
GCF_001382895.1_7156_7_60_genomic	109	86	55	51	41	30	4365509	4351490	4282921	4251774	4070225	3632153	100	295629	4361886	65.60	122542	64401	13	25	1.08
GCF_001382915.1_7755_3_58_genomic	117	87	62	55	41	30	4362964	4344929	4283538	4235159	3983779	3542477	108	232254	4359563	65.60	113206	64500	14	26	2.75
GCF_001382935.1_7755_2_4_genomic	95	74	57	52	43	36	4372071	4359024	4321217	4284508	4142634	3870182	87	230886	4368858	65.59	102386	74932	15	27	5.68
GCF_001382955.1_7841_6_10_genomic	103	80	61	55	43	31	4367700	4353050	4308640	4262594	4045553	3580959	97	269952	4365206	65.60	108515	64092	13	26	3.37
GCF_001382975.1_7769_8_52_genomic	111	85	57	53	43	33	4370655	4354505	4291141	4259681	4079434	3676971	103	393332	4367517	65.60	101818	69342	14	27	0.11
GCF_001382995.1_7755_4_31_genomic	105	75	54	51	39	31	4367663	4347692	4297887	4275712	4062091	3740828	97	295933	4364439	65.59	123312	71593	13	24	3.25
GCF_001383015.1_7156_6_37_genomic	95	76	52	48	39	32	4390752	4378960	4327807	4302722	4146040	3884445	90	261242	4388710	65.58	132284	67914	12	23	0.02
GCF_001383035.1_7755_3_81_genomic	96	80	54	51	43	32	4367087	4357052	4303941	4281490	4145755	3713557	91	230387	4365179	65.61	113581	77709	14	26	1.58
GCF_001383055.1_7755_2_32_genomic	111	83	57	53	44	33	4389336	4373420	4317710	4289902	4137324	3741546	98	248681	4384453	65.58	115045	65090	14	26	23.97
GCF_001383075.1_7755_5_68_genomic	99	84	57	56	43	35	4369172	4360087	4303114	4297352	4080014	3752466	93	232451	4366771	65.60	114945	64591	15	28	1.35
GCF_001383095.1_7769_7_15_genomic	127	95	64	57	43	30	4367923	4348116	4276598	4222418	3969912	3495353	116	295594	4363242	65.59	102005	60994	14	27	0.28
GCF_001383115.1_7156_7_74_genomic	111	81	55	51	42	34	4367101	4348114	4288598	4256180	4106945	3805334	102	295588	4363610	65.59	107270	68177	13	26	8.14
GCF_001383135.1_7156_6_38_genomic	87	70	47	41	32	27	4379454	4368052	4324735	4283589	4138192	3946723	81	530398	4376999	65.59	184658	96043	9	19	5.12
GCF_001383155.1_7755_2_30_genomic	120	92	62	54	42	31	4366166	4348560	4279554	4222712	4007936	3594217	113	267752	4363579	65.58	116630	64165	13	26	12.83
GCF_001383175.1_7769_8_51_genomic	113	82	56	53	41	31	4367811	4348143	4294829	4269064	4046811	3660881	103	293128	4363819	65.60	122542	67603	13	25	0.80
GCF_001383195.1_7755_4_32_genomic	116	84	60	56	44	34	4364961	4345364	4292786	4258910	4051675	3673062	105	232271	4360551	65.59	110679	64211	14	27	0.34
GCF_001383215.1_7755_5_69_genomic	100	73	46	44	36	31	4366506	4351368	4291876	4278821	4134176	3926318	88	232852	4362041	65.60	131162	83537	12	22	6.17
GCF_001383235.1_7769_7_14_genomic	108	86	58	54	43	31	4365378	4351046	4285514	4254121	4054602	3580170	101	295598	4362517	65.60	108758	64190	13	26	0.02
GCF_001383255.1_7755_2_31_genomic	108	76	50	43	37	30	4377903	4357729	4310031	4255216	4145568	3871968	97	298374	4373494	65.60	126877	82149	11	22	7.61
GCF_001383275.1_7755_3_79_genomic	91	72	49	46	38	31	4363029	4349912	4298076	4278096	4138183	3870708	87	242450	4361511	65.60	156722	70400	11	22	2.66
GCF_001383295.1_7156_7_75_genomic	118	87	58	53	42	31	4368621	4349661	4283083	4243977	4048712	3620154	108	230378	4364646	65.60	122576	65265	14	26	0.64
GCF_001383315.1_7769_7_12_genomic	103	84	53	50	39	28	4359039	4347149	4287436	4268374	4074494	3629509	97	241293	4356329	65.59	130118	73639	12	23	0.62
GCF_001383335.1_7755_2_29_genomic	117	87	62	56	46	31	4370521	4352110	4297112	4257754	4083860	3510595	105	232650	4365703	65.60	103918	61175	14	28	4.92
GCF_001383355.1_7841_7_53_genomic	115	88	62	56	43	29	4359218	4343276	4285614	4242303	4018480	3473884	103	295548	4354247	65.59	122565	64163	13	26	7.33
GCF_001383375.1_7156_7_76_genomic	112	86	59	53	42	30	4363515	4346478	4287047	4244307	4046683	3576897	106	295899	4361069	65.60	122529	64376	13	25	0.28
GCF_001383395.1_7755_3_83_genomic	119	92	64	58	46	34	4365529	4348422	4285897	4237601	4010604	3574094	113	233767	4363091	65.59	98883	63158	16	29	10.54
GCF_001383415.1_7769_7_13_genomic	105	84	57	53	41	31	4365056	4352981	4295010	4264667	4043800	3663382	96	295612	4361437	65.60	117092	70809	13	25	0.09
GCF_001383435.1_7755_4_29_genomic	91	68	47	43	35	30	4359611	4344870	4293671	4267829	4126552	3908767	85	244952	4357291	65.60	136777	83882	11	21	4.48
